job_id,posting_year,country,region,city,company_name,company_size,industry,job_title,seniority_level,ai_mentioned,ai_keywords,ai_intensity_score,core_skills,ai_skills,salary_usd,salary_change_vs_prev_year_percent,automation_risk_score,reskilling_required,ai_job_displacement_risk,job_description_embedding_cluster,industry_ai_adoption_stage
e6340d8f-5801-40cd-ad53-541131503579,2023,South Africa,Africa,London,Future Analytics,Large,Agriculture,Systems Engineer,Junior,True,deep learning,0.63,"Data Analysis, SQL, Cloud Computing, Business Analysis",deep learning,39519,10.02,0.13,True,Medium,2,Growing
ce66afeb-fc14-48b5-88e1-c2b743cba0cb,2020,Italy,Europe,Paris,Global Systems,Large,Agriculture,Business Analyst,Junior,True,"reinforcement learning, computer vision, machine learning",0.84,"SQL, Research, Data Analysis, Software Engineering, Business Analysis","reinforcement learning, computer vision, machine learning",102450,5.02,0.4,True,Low,17,Growing
9c10a4db-ecf4-46be-b7f3-6caf5c024947,2023,Vietnam,Southeast Asia,Bangalore,Future Analytics,Medium,Agriculture,ML Engineer,Junior,True,"generative AI, reinforcement learning, LLMs, NLP",0.77,"Research, Software Engineering, Business Analysis, Communication, Python, Cloud Computing","generative AI, reinforcement learning, LLMs, NLP",56420,10.1,0.14,True,High,15,Growing
afd06e3f-b963-4862-aed5-065780affa5d,2023,Vietnam,Southeast Asia,Dubai,NextGen Technologies,Large,Agriculture,Research Scientist,Junior,True,"generative AI, deep learning, reinforcement learning, NLP",0.58,"Communication, Project Management, Business Analysis","generative AI, deep learning, reinforcement learning, NLP",64660,5.27,0.3,True,Medium,13,Growing
ab2b18de-a3f7-4f6e-b54c-979f3077406e,2019,Malaysia,Southeast Asia,Toronto,NextGen Technologies,Medium,Agriculture,ML Engineer,Junior,True,"computer vision, NLP, reinforcement learning",0.9,"Business Analysis, SQL, Python, Project Management, Software Engineering","computer vision, NLP, reinforcement learning",56706,8.1,0.38,True,Low,15,Growing
4eb068d5-4d51-40c6-a82e-f76c4b57325b,2025,Saudi Arabia,Middle East,Singapore,Prime Systems,Startup,Agriculture,Systems Engineer,Mid,True,"reinforcement learning, deep learning, generative AI",0.74,"Python, Research, Statistics, Cloud Computing, Business Analysis","reinforcement learning, deep learning, generative AI",105188,17.47,0.3,True,Medium,15,Growing
2987dd07-bf83-486b-aec6-fdf75327f46e,2023,Australia,Oceania,Dubai,Global Analytics,Large,Agriculture,ML Engineer,Mid,True,MLOps,0.53,"Project Management, SQL, Cloud Computing, Software Engineering, Business Analysis, Communication",MLOps,137961,15.26,0.21,True,Medium,6,Growing
ab1ef744-8b0a-4b92-99d3-df10779c71c2,2013,Colombia,South America,Tokyo,Future Analytics,Enterprise,Agriculture,Software Engineer,Mid,True,MLOps,0.4,"Research, Business Analysis, Communication, SQL, Cloud Computing",MLOps,60372,1.65,0.15,True,Medium,13,Emerging
f5c5d25a-a3fb-4e71-aebf-bad96a75a192,2024,Spain,Europe,Bangalore,NextGen Analytics,Medium,Agriculture,Data Scientist,Mid,True,"deep learning, MLOps, generative AI, reinforcement learning",0.72,"Research, Python, SQL","deep learning, MLOps, generative AI, reinforcement learning",105533,5.52,0.16,True,High,8,Growing
ccc88eaf-7103-4d85-a2b9-8aca8654595f,2025,Bangladesh,South Asia,Sao Paulo,Global Solutions,Large,Agriculture,Business Analyst,Mid,True,"reinforcement learning, NLP",0.45,"Communication, Research, Project Management, Data Analysis, Business Analysis","reinforcement learning, NLP",40474,9.45,0.26,True,Low,18,Growing
b8a589e5-7017-4a9c-87db-0e06d34274d8,2024,UAE,Middle East,Dubai,NextGen Technologies,Enterprise,Agriculture,AI Researcher,Mid,True,"generative AI, deep learning, LLMs, NLP",0.45,"Data Analysis, Project Management, Python, SQL, Cloud Computing, Research","generative AI, deep learning, LLMs, NLP",111366,8.67,0.23,True,Medium,8,Growing
713dd777-7f0c-4a5a-89bf-451f4ed47e4f,2020,Mexico,North America,London,NextGen Systems,Small,Agriculture,Data Scientist,Mid,True,"machine learning, deep learning, computer vision, LLMs",0.72,"SQL, Research, Statistics","machine learning, deep learning, computer vision, LLMs",114397,10.92,0.18,True,Medium,10,Growing
b5c52fb5-9147-472a-a9d0-460b442f3c9f,2025,Thailand,Southeast Asia,Lagos,NextGen Analytics,Medium,Agriculture,Business Analyst,Mid,True,"generative AI, LLMs, deep learning",0.63,"Project Management, Business Analysis, Python, Data Analysis","generative AI, LLMs, deep learning",61552,13.85,0.34,True,Low,8,Growing
c923df8e-1353-41b2-936d-3f9b1f9a3df0,2018,United States,North America,Bangalore,Global Systems,Medium,Agriculture,Research Scientist,Mid,True,reinforcement learning,0.87,"Data Analysis, Statistics, Research, SQL, Software Engineering",reinforcement learning,138490,6.76,0.16,True,High,12,Growing
2e4a4082-d3f6-4caf-9f74-77578fc730c3,2015,Ghana,Africa,Berlin,Global Technologies,Medium,Agriculture,ML Engineer,Mid,True,"machine learning, computer vision, deep learning",0.82,"SQL, Data Analysis, Project Management, Cloud Computing","machine learning, computer vision, deep learning",27504,3.59,0.29,True,Low,5,Emerging
c8a6db8b-ea7b-4f8f-9b01-7fbf9c8152bc,2025,Netherlands,Europe,Seoul,NextGen Analytics,Enterprise,Agriculture,ML Engineer,Mid,True,machine learning,0.48,"Communication, Statistics, Data Analysis, Python, Project Management",machine learning,134640,12.4,0.25,True,Medium,18,Growing
14d3af0a-aca4-4b40-b4df-f6459e8c42a1,2021,Italy,Europe,Lagos,Global Solutions,Startup,Agriculture,Software Engineer,Mid,True,"deep learning, machine learning",0.68,"Research, Communication, Data Analysis, Project Management","deep learning, machine learning",111866,13.42,0.32,True,Low,15,Growing
42aec06d-89c5-4f7f-9d08-f7124a785edd,2025,Ghana,Africa,Nairobi,Global Solutions,Enterprise,Agriculture,Research Scientist,Mid,True,"LLMs, MLOps, NLP",0.86,"Statistics, Data Analysis, SQL","LLMs, MLOps, NLP",35395,6.9,0.22,True,High,16,Growing
12ac2696-4ff2-4298-83fc-076a7d245e1e,2016,Sweden,Europe,Nairobi,Prime Systems,Large,Agriculture,Data Scientist,Mid,True,"machine learning, computer vision, reinforcement learning, MLOps",0.82,"Cloud Computing, Statistics, Python, SQL","machine learning, computer vision, reinforcement learning, MLOps",100561,-3.11,0.26,True,Medium,14,Emerging
c152dbe0-e3ad-4e04-b739-33bc59ee9536,2025,New Zealand,Oceania,Sao Paulo,NextGen Technologies,Enterprise,Agriculture,Software Engineer,Mid,True,"NLP, computer vision, deep learning, reinforcement learning",0.47,"Python, Data Analysis, Statistics, SQL","NLP, computer vision, deep learning, reinforcement learning",133960,16.39,0.25,True,Low,0,Growing
ca2e0cc7-54d7-472c-b8b0-634277106bc3,2018,Brazil,South America,Toronto,NextGen Technologies,Enterprise,Agriculture,Systems Engineer,Mid,True,"MLOps, NLP, machine learning, reinforcement learning",0.93,"Communication, Python, Business Analysis, Statistics, Research, Software Engineering","MLOps, NLP, machine learning, reinforcement learning",69182,11.65,0.28,True,High,13,Growing
7278bacf-28d7-4a01-936e-f922b6acc970,2022,China,East Asia,Bangalore,Future Technologies,Enterprise,Agriculture,ML Engineer,Mid,True,reinforcement learning,0.81,"Communication, Research, Software Engineering, Project Management, SQL",reinforcement learning,97245,14.4,0.38,True,High,3,Growing
74b0b518-4ebd-4f5b-90db-3be538f1a485,2018,Germany,Europe,London,NextGen Solutions,Startup,Agriculture,Data Scientist,Mid,True,"reinforcement learning, NLP",0.81,"Research, Cloud Computing, Data Analysis, Statistics","reinforcement learning, NLP",103049,10.91,0.33,True,High,16,Growing
808e352f-e24e-43cb-b8b3-2291911d1422,2024,Chile,South America,Paris,NextGen Technologies,Enterprise,Agriculture,Software Engineer,Mid,True,"machine learning, deep learning, LLMs, computer vision",0.48,"Research, Software Engineering, Cloud Computing, Project Management, Business Analysis","machine learning, deep learning, LLMs, computer vision",67302,14.67,0.24,True,High,7,Growing
ada400cc-e430-464d-ba6f-e46ce7a78c3b,2023,Argentina,South America,Lagos,Global Analytics,Large,Agriculture,Operations Manager,Mid,True,"generative AI, reinforcement learning, NLP",0.63,"Cloud Computing, Data Analysis, Software Engineering, Project Management, Communication, Research","generative AI, reinforcement learning, NLP",74557,11.43,0.17,True,High,10,Growing
31cdd680-fa15-4d6f-a121-6fb048c0ab15,2018,Colombia,South America,Nairobi,NextGen Solutions,Large,Agriculture,Software Engineer,Mid,True,"computer vision, MLOps, NLP",0.65,"Communication, Project Management, Python, Cloud Computing, Software Engineering","computer vision, MLOps, NLP",63546,13.02,0.22,True,High,9,Growing
2a16de8f-c89b-48da-8020-e1118408c27e,2022,Pakistan,South Asia,Nairobi,Future Technologies,Large,Education,ML Engineer,Executive,True,"LLMs, MLOps, computer vision",0.93,"Data Analysis, Research, Python, Cloud Computing, Software Engineering, Statistics","LLMs, MLOps, computer vision",39698,11.38,0.15,True,High,1,Growing
6b360c25-2c03-4552-b26e-e59f36823827,2021,Vietnam,Southeast Asia,Berlin,Global Analytics,Small,Education,Systems Engineer,Executive,True,"MLOps, NLP",0.89,"Business Analysis, Data Analysis, Statistics, SQL","MLOps, NLP",53649,5.27,0.34,True,Medium,13,Growing
430cbeac-1790-4fb4-a2ec-7a28c82e7f1a,2018,Sweden,Europe,New York,Prime Solutions,Enterprise,Education,Software Engineer,Executive,True,"reinforcement learning, MLOps, NLP, deep learning",0.81,"Communication, Research, SQL","reinforcement learning, MLOps, NLP, deep learning",88614,12.3,0.33,True,Medium,15,Growing
c83330ba-1d07-4c03-98e8-4bca3ba0b6e8,2025,Vietnam,Southeast Asia,Paris,Global Solutions,Large,Education,Software Engineer,Executive,True,"MLOps, NLP",0.95,"Software Engineering, SQL, Business Analysis","MLOps, NLP",68081,7.45,0.17,True,Low,7,Growing
3250a881-d64f-4044-9b57-eac7337da33b,2020,Taiwan,East Asia,Berlin,Future Systems,Enterprise,Education,AI Researcher,Executive,True,LLMs,0.93,"Software Engineering, Project Management, Research, Business Analysis",LLMs,115090,7.76,0.28,True,Low,12,Growing
15efdb07-0be7-4de9-b858-7be604f723df,2025,Nepal,South Asia,London,NextGen Technologies,Large,Education,ML Engineer,Executive,True,NLP,0.86,"Business Analysis, Communication, Statistics, Python",NLP,38500,9.58,0.27,True,High,17,Growing
d9771c41-36a2-43a4-90c1-68b6e9a33e65,2021,Vietnam,Southeast Asia,Nairobi,NextGen Technologies,Enterprise,Energy,AI Researcher,Executive,True,"LLMs, NLP, MLOps, deep learning",0.47,"Cloud Computing, Research, Communication, Python, SQL, Data Analysis","LLMs, NLP, MLOps, deep learning",50708,6.55,0.26,True,Low,11,Growing
2735f411-fd24-4790-af4c-4cf9c530ce5c,2023,South Korea,East Asia,Paris,Future Analytics,Large,Energy,Research Scientist,Executive,True,"LLMs, machine learning",0.57,"Cloud Computing, Business Analysis, Project Management","LLMs, machine learning",107392,7.64,0.34,True,Low,7,Growing
86ee0c22-32e9-4782-9f05-ec5e5d2b7f1f,2024,Vietnam,Southeast Asia,Nairobi,NextGen Technologies,Startup,Energy,Operations Manager,Executive,True,"computer vision, machine learning, deep learning, reinforcement learning",0.67,"Python, Software Engineering, Statistics, Research, Cloud Computing, Business Analysis","computer vision, machine learning, deep learning, reinforcement learning",59351,6.04,0.28,True,High,19,Growing
476aef6e-106f-4a37-b823-a53478fe7ded,2017,Jordan,Middle East,Singapore,Future Solutions,Large,Energy,Software Engineer,Executive,True,"deep learning, NLP, MLOps, reinforcement learning",0.87,"Cloud Computing, SQL, Business Analysis, Python, Project Management, Software Engineering","deep learning, NLP, MLOps, reinforcement learning",90011,-1.11,0.32,True,Medium,0,Growing
ac44ef1d-7c30-47a9-8ef9-dcbf37e1e136,2021,Qatar,Middle East,Lagos,Global Solutions,Large,Energy,Systems Engineer,Executive,True,"reinforcement learning, MLOps, deep learning, NLP",0.76,"Research, Communication, Business Analysis, Data Analysis, Cloud Computing, SQL","reinforcement learning, MLOps, deep learning, NLP",86205,9.84,0.18,True,High,8,Growing
6cc6e300-3bd3-4c12-9f92-5ecccd012e11,2022,Malaysia,Southeast Asia,Toronto,Global Solutions,Startup,Energy,Operations Manager,Executive,True,"reinforcement learning, computer vision, MLOps",0.91,"Business Analysis, Communication, Data Analysis, Statistics, Cloud Computing, Python","reinforcement learning, computer vision, MLOps",57303,14.93,0.22,True,High,11,Growing
b49b732c-8f7f-4eda-8744-813bd8d9ab0e,2022,Egypt,Africa,Seoul,NextGen Systems,Medium,Energy,ML Engineer,Executive,True,reinforcement learning,0.61,"SQL, Project Management, Business Analysis, Software Engineering",reinforcement learning,36503,7.11,0.4,True,High,5,Growing
e8f4fa29-9bfd-440c-9695-3f62d76db994,2024,UAE,Middle East,Seoul,Future Solutions,Large,Energy,Operations Manager,Executive,True,"MLOps, LLMs, reinforcement learning",0.86,"Software Engineering, Communication, Business Analysis, Data Analysis, Project Management, Statistics","MLOps, LLMs, reinforcement learning",101688,16.6,0.22,True,Medium,12,Growing
192d4993-10c1-4705-88a0-ec9715a4019a,2024,Israel,Middle East,Bangalore,Global Analytics,Large,Energy,AI Researcher,Executive,True,"generative AI, machine learning",0.8,"Business Analysis, Statistics, Data Analysis, SQL","generative AI, machine learning",92879,5.18,0.12,True,Medium,13,Growing
5ce1283b-a61b-4016-9864-69436ba241c9,2019,Taiwan,East Asia,Bangalore,Future Analytics,Medium,Energy,Research Scientist,Executive,True,"computer vision, MLOps, reinforcement learning",0.79,"Software Engineering, Communication, SQL, Python, Data Analysis","computer vision, MLOps, reinforcement learning",101970,11.07,0.26,True,High,2,Growing
5066a419-1eb8-442e-9692-9d4db3b9daf3,2025,Thailand,Southeast Asia,Tokyo,Global Solutions,Small,Energy,AI Researcher,Executive,True,"generative AI, NLP",0.75,"Cloud Computing, Research, Statistics, SQL","generative AI, NLP",59146,5.89,0.18,True,Low,5,Growing
76619b38-1276-4c42-abe2-952bc9326567,2021,Mexico,North America,Toronto,Future Solutions,Enterprise,Energy,Business Analyst,Executive,True,"machine learning, NLP, reinforcement learning",0.85,"Python, SQL, Cloud Computing, Research, Software Engineering, Data Analysis","machine learning, NLP, reinforcement learning",120063,9.0,0.11,True,Low,7,Growing
f1fd0e88-cc1d-4738-bdde-dc942328e4df,2012,Indonesia,Southeast Asia,Dubai,Prime Analytics,Enterprise,Energy,Systems Engineer,Executive,True,computer vision,0.84,"Statistics, Project Management, Data Analysis, Cloud Computing, Business Analysis, Communication",computer vision,40263,-3.59,0.29,True,High,7,Emerging
5595e390-e0d5-4be9-88cd-77c6d6a5d2d2,2023,Spain,Europe,Sao Paulo,Prime Technologies,Startup,Energy,AI Researcher,Executive,True,"NLP, deep learning, machine learning",0.92,"Communication, Cloud Computing, Statistics, SQL, Python","NLP, deep learning, machine learning",126114,13.75,0.12,True,Medium,11,Growing
83044d45-0fa4-4b5d-8b3a-4764ea2ebd15,2025,Australia,Oceania,Tokyo,Prime Solutions,Enterprise,Energy,Software Engineer,Executive,True,"deep learning, generative AI, computer vision, NLP",0.48,"Software Engineering, Communication, Cloud Computing, SQL, Data Analysis, Python","deep learning, generative AI, computer vision, NLP",138072,14.66,0.25,True,Low,17,Growing
1819c3f4-041e-44d0-8833-9128a9564e49,2016,Chile,South America,Sao Paulo,NextGen Systems,Enterprise,Energy,Operations Manager,Executive,True,"machine learning, MLOps, deep learning, NLP",0.9,"Python, Cloud Computing, Software Engineering, Data Analysis, Project Management","machine learning, MLOps, deep learning, NLP",52084,1.8,0.38,True,High,1,Emerging
c9d084aa-cfa4-4438-8734-ea6ecf6d682e,2014,Thailand,Southeast Asia,Sydney,Prime Technologies,Startup,Energy,ML Engineer,Executive,True,"machine learning, deep learning, computer vision, reinforcement learning",0.9,"SQL, Business Analysis, Statistics, Project Management, Research","machine learning, deep learning, computer vision, reinforcement learning",42724,0.17,0.14,True,Low,16,Emerging
f86430dd-a70a-440d-a633-93e4994abfbf,2022,Vietnam,Southeast Asia,Dubai,NextGen Systems,Medium,Energy,Operations Manager,Executive,True,machine learning,0.44,"SQL, Python, Project Management, Statistics",machine learning,57235,14.2,0.18,True,Medium,0,Growing
d7019f4a-ab1b-4cbd-8843-e308a8d6073a,2019,United Kingdom,Europe,Sydney,Prime Technologies,Medium,Energy,Business Analyst,Executive,True,"deep learning, computer vision, NLP, machine learning",0.52,"Cloud Computing, Python, Statistics, Software Engineering, Project Management, Data Analysis","deep learning, computer vision, NLP, machine learning",112281,12.88,0.36,True,Low,0,Growing
a6e238f2-2931-4d2b-bc9e-38add806318e,2022,Qatar,Middle East,Tokyo,Future Analytics,Startup,Energy,Policy Analyst,Executive,True,"LLMs, NLP, deep learning",0.84,"Software Engineering, SQL, Statistics, Communication, Data Analysis","LLMs, NLP, deep learning",96497,14.39,0.32,True,Low,11,Growing
d7702308-016d-4ccb-a5a4-77ad074e5088,2023,United States,North America,Sydney,NextGen Solutions,Large,Energy,Operations Manager,Executive,True,"machine learning, reinforcement learning",0.81,"Software Engineering, Project Management, SQL, Statistics, Communication, Data Analysis","machine learning, reinforcement learning",153208,13.39,0.2,True,Low,13,Growing
3a53ad52-275e-417a-afde-9549a792b4a5,2020,Vietnam,Southeast Asia,Singapore,Future Technologies,Medium,Energy,Research Scientist,Executive,True,"deep learning, computer vision, MLOps",0.85,"SQL, Software Engineering, Python, Business Analysis, Data Analysis","deep learning, computer vision, MLOps",49613,8.28,0.15,True,Low,16,Growing
3ad98d4e-a6af-4d02-b90c-de7ab94e7430,2022,Peru,South America,Sao Paulo,NextGen Technologies,Medium,Energy,Policy Analyst,Mid,True,computer vision,0.41,"SQL, Cloud Computing, Project Management, Business Analysis, Data Analysis",computer vision,66278,10.54,0.3,True,Medium,17,Growing
4a97f242-2123-4edf-851a-c358c92e3f16,2022,Chile,South America,Toronto,Future Analytics,Enterprise,Energy,Product Manager,Mid,True,"generative AI, deep learning",0.69,"Project Management, Python, Research","generative AI, deep learning",69729,8.57,0.29,True,Low,12,Growing
f72c484a-ab57-4517-9d1e-fe117990c266,2025,Saudi Arabia,Middle East,Sydney,NextGen Solutions,Small,Energy,Research Scientist,Mid,True,"generative AI, LLMs, computer vision",0.53,"Python, Project Management, Statistics, Data Analysis, Software Engineering","generative AI, LLMs, computer vision",106889,8.83,0.27,True,Medium,13,Growing
b74801b6-3a56-4074-b374-d8374be763b4,2025,Indonesia,Southeast Asia,London,Prime Systems,Medium,Energy,Data Scientist,Mid,True,LLMs,0.85,"Statistics, Communication, Project Management, Business Analysis, Data Analysis",LLMs,69092,14.01,0.16,True,Medium,11,Growing
b52611d9-d600-4e72-af24-2fd6646de529,2025,Canada,North America,Toronto,Prime Analytics,Startup,Energy,Operations Manager,Mid,True,"computer vision, generative AI",0.95,"Research, Software Engineering, Communication","computer vision, generative AI",160586,13.59,0.33,True,Low,2,Growing
3a33d7e5-241c-4c7c-b736-f6c21e16a489,2025,Canada,North America,London,Future Analytics,Large,Energy,Operations Manager,Mid,True,"machine learning, computer vision, LLMs",0.55,"Business Analysis, Data Analysis, SQL, Cloud Computing, Communication, Project Management","machine learning, computer vision, LLMs",159812,8.29,0.1,True,High,10,Growing
9a4f65c9-10cd-4d22-9a18-32903142bdb3,2019,Bangladesh,South Asia,Sao Paulo,NextGen Analytics,Startup,Energy,Business Analyst,Mid,True,deep learning,0.82,"SQL, Research, Data Analysis",deep learning,36004,14.59,0.22,True,High,16,Growing
0060eb27-ee58-4762-90f4-c3fd1c26c086,2023,United States,North America,Paris,NextGen Systems,Small,Energy,Business Analyst,Mid,True,"computer vision, generative AI, LLMs, machine learning",0.83,"Project Management, Software Engineering, Python, SQL","computer vision, generative AI, LLMs, machine learning",154543,15.26,0.1,True,Medium,12,Growing
21508e1e-129b-4b6c-873e-f5dc7489c2ef,2023,Singapore,Southeast Asia,Sao Paulo,Prime Analytics,Small,Energy,Software Engineer,Mid,True,deep learning,0.79,"Research, Software Engineering, Data Analysis, Communication, Cloud Computing",deep learning,66066,7.43,0.19,True,Medium,18,Growing
2ad8a57e-3111-4c28-a69d-252ee4898cbe,2020,China,East Asia,Sydney,Future Solutions,Small,Energy,AI Researcher,Mid,True,"machine learning, LLMs",0.54,"Cloud Computing, Statistics, Data Analysis, Communication, Software Engineering, Research","machine learning, LLMs",102403,16.87,0.39,True,Medium,6,Growing
17268693-b512-47c7-9c32-c2da7164f1b3,2025,China,East Asia,Sao Paulo,Prime Systems,Medium,Energy,ML Engineer,Mid,True,computer vision,0.84,"Python, Software Engineering, Statistics, Cloud Computing, Data Analysis",computer vision,122839,17.71,0.23,True,High,6,Growing
43846ce8-d8b5-445e-ac96-23b57496fddb,2024,United Kingdom,Europe,Singapore,NextGen Systems,Medium,Energy,ML Engineer,Mid,True,reinforcement learning,0.86,"Data Analysis, Statistics, Python, Software Engineering, SQL",reinforcement learning,135414,9.61,0.14,True,Low,17,Growing
d58f134b-2f06-4942-bd54-cf26f74defc8,2014,New Zealand,Oceania,Tokyo,Prime Analytics,Medium,Energy,ML Engineer,Mid,True,"machine learning, deep learning",0.91,"Communication, Business Analysis, Software Engineering, Python","machine learning, deep learning",98038,-2.17,0.4,True,High,6,Emerging
df06a827-b561-4221-a74c-3417c413f037,2020,Australia,Oceania,Seoul,Prime Solutions,Small,Energy,ML Engineer,Mid,True,"machine learning, deep learning, computer vision, reinforcement learning",0.84,"Business Analysis, Research, Software Engineering, Data Analysis, Statistics, SQL","machine learning, deep learning, computer vision, reinforcement learning",121307,6.95,0.25,True,Medium,8,Growing
2b3f215b-cb8f-4fce-af3e-3970a607f7e0,2023,Singapore,Southeast Asia,Dubai,NextGen Analytics,Enterprise,Energy,ML Engineer,Mid,True,"generative AI, machine learning, NLP",0.83,"Statistics, Project Management, Business Analysis, Research, Software Engineering, Cloud Computing","generative AI, machine learning, NLP",50667,15.29,0.15,True,High,0,Growing
981903da-45ad-4355-be9b-66c13094f9d7,2025,Morocco,Africa,Nairobi,NextGen Analytics,Enterprise,Energy,Operations Manager,Mid,True,"NLP, MLOps, reinforcement learning, deep learning",0.85,"Project Management, Statistics, Business Analysis, SQL","NLP, MLOps, reinforcement learning, deep learning",32429,14.02,0.39,True,Medium,3,Growing
7c7a15bd-cce4-43be-9628-ab5818db1bd5,2019,Australia,Oceania,Singapore,Future Systems,Enterprise,Energy,Software Engineer,Mid,True,"MLOps, deep learning, reinforcement learning",0.63,"SQL, Data Analysis, Software Engineering, Python, Communication, Cloud Computing","MLOps, deep learning, reinforcement learning",100359,7.26,0.24,True,Low,10,Growing
2b0875f6-dbd6-49da-b3ee-46d926db58b8,2017,Italy,Europe,Nairobi,Future Systems,Enterprise,Energy,Policy Analyst,Mid,True,"machine learning, MLOps, deep learning, NLP",0.65,"Data Analysis, SQL, Software Engineering, Communication","machine learning, MLOps, deep learning, NLP",114396,-0.3,0.1,True,Medium,11,Growing
ecd99860-ae99-44a5-803c-c7d2ab5b8548,2016,Japan,East Asia,Bangalore,Global Technologies,Large,Energy,Research Scientist,Mid,True,NLP,0.44,"Statistics, Project Management, Python, Software Engineering, Business Analysis",NLP,93252,-2.05,0.14,True,High,17,Emerging
41466f7f-8f9b-473c-b6e9-b646c8883eaa,2025,Japan,East Asia,Paris,Prime Technologies,Enterprise,Government,ML Engineer,Executive,True,"deep learning, generative AI, machine learning, MLOps",0.92,"Business Analysis, Research, Data Analysis","deep learning, generative AI, machine learning, MLOps",120334,17.85,0.14,True,Medium,6,Growing
c2323415-dba6-4ed9-a505-b2fad2c5f8ee,2022,New Zealand,Oceania,Sao Paulo,Future Technologies,Startup,Government,Product Manager,Executive,True,"deep learning, reinforcement learning",0.93,"SQL, Communication, Python","deep learning, reinforcement learning",118196,6.64,0.3,True,Low,11,Growing
d7a9c2d7-0069-4254-953a-fafe27434280,2021,Nepal,South Asia,Nairobi,Prime Systems,Enterprise,Government,ML Engineer,Mid,True,deep learning,0.57,"Software Engineering, Communication, Statistics",deep learning,42821,14.35,0.26,True,Low,17,Growing
964a3bf2-fe5d-4cee-b39d-db5d8978113d,2023,India,South Asia,London,Future Solutions,Large,Government,Operations Manager,Mid,True,generative AI,0.9,"Project Management, Python, Business Analysis, SQL, Data Analysis",generative AI,35998,12.01,0.33,True,High,16,Growing
